610 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
545 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
580 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
770 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
615 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
675 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
880 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
610 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1120 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
575 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
960 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
655 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
765 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
540 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
735 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
580 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1145 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
870 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
585 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
665 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
505 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
585 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1195 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
585 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
805 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
960 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
600 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
605 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
730 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
655 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1310 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
895 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
680 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
715 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
740 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
720 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
765 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1170 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
635 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
695 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1090 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
970 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1330 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
700 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
680 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
700 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
675 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1055 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1185 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
755 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
770 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
430 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1600 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
930 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
770 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
655 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1965 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1650 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
865 <_io.TextIOWrapper name='data/onemax/lea: n_deg=6, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1590 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1750 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1725 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1370 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1740 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3200 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2090 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1810 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1450 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1920 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1835 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2435 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2145 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1125 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1495 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1785 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2235 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2345 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2290 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2720 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1400 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2010 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2110 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1095 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1560 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1545 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1650 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2910 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1645 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2610 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1770 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2950 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1775 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1835 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2325 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1660 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1375 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2110 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1880 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2815 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1680 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1165 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1645 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2040 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2290 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3760 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2320 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3140 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1505 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1425 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1740 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1580 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1560 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2385 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1995 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2060 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1495 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1795 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1730 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1410 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1645 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1710 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1795 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2295 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1750 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1860 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1740 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1280 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2280 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1595 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2535 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1745 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3270 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1640 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2510 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2105 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
955 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2030 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2510 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2160 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1820 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2865 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2505 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1440 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1520 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2000 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1660 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1205 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1800 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2140 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1575 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2035 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2150 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3885 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1775 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3255 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1455 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2820 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
1915 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2085 <_io.TextIOWrapper name='data/onemax/lea: n_deg=7, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
5796 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
7668 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
4446 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3108 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3774 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3150 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
4194 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
4182 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
4362 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3126 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
6186 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
2664 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3468 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
4002 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
5850 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
3768 <_io.TextIOWrapper name='data/onemax/lea: n_deg=8, lam=logn, q=0.01.txt' mode='w' encoding='UTF-8'>
